policy_number,date_of_premium_payment,amount,start_date,end_date,line_of_business,reinsurance_premium,reinsurance_commission,commission
HRE-POL-20600-MCP_2939,2022-06-21,31211.8529,2022-06-21,2022-10-20,Motor,937500.0,337500.0,10925.65342
HRE-POL-40171-MCP_6726,2022-01-31,53868.71411,2022-01-31,2023-01-31,Motor,946145.7576,340613.6649,6464.245693
_HRE-POL-20269-MCP__3759,2022-03-29,17712.79287,2022-03-29,2022-07-28,Motor,1322415.36,0.0,2125.588284
BYO-POL-40014-MCP_15851,2022-06-01,121026.0,2022-06-01,2023-05-31,Motor,0.0,248115.1462,12102.6
_HRE-POL-20268-MCP__3758,2022-03-29,17712.79287,2022-03-29,2022-07-28,Motor,1555397.34,0.0,2125.588284
HRE-POL-40065-MCP_4886,2022-01-21,24955.26823,2022-01-21,2023-01-20,Motor,0.0,0.0,0.0
HRE-POL-20601-MCP_2672,2022-06-21,28091.67088,2022-06-21,2022-10-20,Motor,0.0,753931.97,9832.084808
MTR/MVE/P/000006319_17005,2022-04-01,8183977.448,2022-04-01,2022-06-30,Motor,0.0,0.0,1023000.34
HRE-POL-40049-MCP_15652,2022-02-01,92400.0,2022-02-01,2022-05-31,Motor,0.0,0.0,11088.0
HRE-POL-40064-MCP_4637,2022-02-01,22182.46065,2022-02-01,2023-01-31,Motor,0.0,0.0,2661.895277
_HRE-POL-20264-MCP__6081,2022-03-14,39907.92003,2022-03-14,2022-07-13,Motor,3696423.75,0.0,4988.490004
HRE/MAT/P/000008119_17103,2022-04-01,15848973.99,2022-04-01,2022-06-30,Property,15169412.97,0.0,3169794.8
HRE-POL-21051-MFL_1530,2022-10-05,38853.54423,2022-10-05,2022-10-25,Motor,-194525.9121,0.0,4662.425307
HRE-POL-21050-MFL_17045,2022-10-01,5449500.0,2022-10-01,2023-09-30,Motor,-194525.9121,0.0,653940.0
HRE/MVE/P/000010055_1,2022-09-05,0.55,2022-09-05,2023-01-03,Motor,0.0,0.0,0.0
DALENE_CARLA__FRANSCH_6,2022-09-01,870.87975,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
ANTON_DARRELL__FRANSCH_7,2022-09-01,870.87975,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
RANDAL_TRYMORE__CHIKOMBA_10,2022-09-01,2.0,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
BRIGHTON_MATIBE_11,2022-12-01,1347.2494,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-20753-ELE_14,2022-05-17,831.9707435,2022-05-17,2022-05-31,Engineering,0.0,0.0,186.6861181
BYO-POL-40008-ELE_15,2022-12-04,1527.346221,2022-12-04,2023-02-28,Engineering,0.0,0.0,341.6432337
PATRICIA_DZIKITI_20,2022-08-01,1465.8807,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
FLOYD__KUDADA_21,2022-10-01,1896.7791,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
VIOLET__CASTEN_22,2022-10-01,1896.7791,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
LISA_JEAN__MUNAMATI_23,2022-10-01,1896.7791,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
RUTENDO_MICHELLE__MASUNUNGURE_24,2022-10-01,1896.7791,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
MARY__PHIRI_25,2022-11-01,1910.3511,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
MOSES_CHASWEKA_26,2022-12-01,2053.0017,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
COLLEN_KAPENDE_46,2022-12-01,3.5,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
TAWANDA_JEFFREY_NYAMUDEZA_56,2022-08-01,1883.2268,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
TAWANDA_JEFFREY__NYAMUDEZA_57,2022-10-01,2531.0812,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
SIMBARASHE___CHAURAYA_58,2022-11-01,4.0,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
SIMBARASHE__CHAURAYA_59,2022-12-01,4.0,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
TERERAYI__MANGOMA_68,2022-10-01,2845.16865,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
BYO-POL-40204-ELE_71,2022-04-20,3128.380199,2022-04-20,2022-08-19,Engineering,0.0,0.0,703.3831282
BYO-POL-40025220-ELE_74,2022-01-10,5.0,2022-01-10,2022-05-09,Engineering,0.0,0.0,1.13
EMELDA_T_MAHLANGU_75,2022-08-01,2303.8705,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
TRUST_SIMBARASHE__MAHACHI_76,2022-08-01,2303.8705,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
PATRICIA_WADI_77,2022-08-01,2535.463,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
ESINATH__NEZAMBE_78,2022-10-01,3140.0015,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
PETER_CHAKANETSA_MASUKUSA_79,2022-12-01,3358.621,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
EUCEBIA_DUBE_80,2022-12-01,3389.2635,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-20897-ELE_103,2022-08-17,2671.410706,2022-08-17,2022-11-16,Engineering,0.0,0.0,602.4253348
HRE-POL-20514-BBB_104,2022-04-01,6.0,2022-04-01,2022-06-30,Guarantees,0.0,0.0,0.9
HRE-POL-20515-BBB_105,2022-04-01,6.0,2022-04-01,2022-06-30,Guarantees,0.0,0.0,0.9
HRE-POL-20783-BBB_106,2022-07-01,6.0,2022-07-01,2022-09-30,Guarantees,0.0,0.0,1.35
HRE-POL-20784-BBB_107,2022-07-01,6.0,2022-07-01,2022-09-30,Guarantees,0.0,0.0,1.35
CHIPO_EDWINA_NHAMO_108,2022-08-01,2931.7614,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
GODFREY_GAMBIZA_109,2022-08-01,2824.8402,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
ROSEMARY_KAMUDIMU_110,2022-08-01,3192.0888,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
MARILYN_ANNE_FRANSCH_111,2022-08-01,2871.8148,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
ANTON_DARRELL_FRANSCH_112,2022-08-01,2792.349,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
ROSEMARY___GANDE_113,2022-09-01,6.0,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
MARILYN_ANNE__FRANSCH_114,2022-09-01,3483.519,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
HERBERT__MLAMBO_115,2022-09-01,3627.0072,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
SILIVIA__MUSEKIWA_116,2022-09-01,3595.3518,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
SIBUSISO__MOYO_117,2022-10-01,3731.7762,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
RAYMOND_MUSIKA_118,2022-12-01,4033.2294,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
PERCIVAL_SIZARA_119,2022-12-01,4057.368,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-53937839-PBL_155,2022-06-01,2230.612438,2022-06-01,2022-09-30,Liabilities,0.0,0.0,501.63698
HRE-POL-20966-DCO_158,2022-09-29,4172.506963,2022-09-29,2022-12-31,Property,0.0,0.0,941.7944289
BEAUTY__MATETE_159,2022-09-01,4353.2454,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
VICTORIA_MASIRIKA_160,2022-12-01,4744.9689,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
BYO-POL-40005-ELE_172,2022-08-20,4736.113063,2022-08-20,2022-12-19,Engineering,0.0,0.0,1065.123023
HRE-POL-50065572-LP_178,2022-08-01,3703.434435,2022-08-01,2023-07-31,Guarantees,0.0,0.0,740.6868871
HRE-POL-21159-MCP_184,2022-09-21,5138.04628,2022-09-21,2022-09-30,Motor,0.0,0.0,643.0931458
WARREN_ZIKHALI_188,2022-12-01,5422.8216,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
TONDERAI_TYRRON_TENDAYI_207,2022-08-01,4921.4286,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
RODNEY_DELANI__MASAILA_208,2022-09-01,5531.6133,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
EMMA__GWENZI_209,2022-09-01,5435.9118,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
PATRICIA__DZIKITI_210,2022-10-01,5654.0736,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
ANGELA_S__NYDAM_211,2022-10-01,5668.6995,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
JULIAS_TONDERAYI__SIBIYA_212,2022-11-01,5817.7107,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
YEMURAI__DHLIWAYO_213,2022-11-01,5765.715,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
HAZVIPERI__MASVIKENI__214,2022-12-01,5928.6357,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
BEAUTY_MATETE_215,2022-12-01,6020.8587,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
LILLIAN_HLANYA_216,2022-12-01,6049.8441,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-30193-AAR_226,2022-04-01,1379.484475,2022-04-01,2022-04-30,Property,0.0,0.0,311.0602248
HRE-POL-20741-ELE_227,2022-07-13,3843.298996,2022-07-13,2022-09-30,Engineering,0.0,0.0,864.4378945
IGNATIO___PEDZISA_234,2022-09-01,6218.788,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
LLODY__CHASHAYA_235,2022-09-01,6045.012,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
MELODY__NYAKUDANGA_236,2022-09-01,5820.625,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
EDITH_GOMBE_237,2022-12-01,6587.373,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
ABIGAIL_MUZHOMBWE_238,2022-12-01,6722.049,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-20750-ELE_265,2022-04-05,4435.824501,2022-04-05,2022-05-31,Engineering,0.0,0.0,998.3648923
BYO-POL-90071-PBL_267,2022-12-01,7368.775629,2022-12-01,2022-12-31,Liabilities,0.0,0.0,1661.32396
BYO-POL-40042-PBL_268,2022-12-01,7368.775629,2022-12-01,2022-12-31,Liabilities,0.0,0.0,1661.32396
CASTON_CHAPWANYA_269,2022-12-01,7358.8273,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-21000-PAC_292,2022-10-29,7333.896231,2022-10-29,2023-02-27,Motor,0.0,0.0,879.8161716
HRE-POL-21308-BBB_299,2022-10-01,12.0,2022-10-01,2022-12-31,Guarantees,0.0,0.0,1.2
HRE-POL-50143-LP_300,2022-12-01,8038.664323,2022-12-01,2023-11-30,Guarantees,0.0,0.0,1607.732865
HRE/ENG/P/000010500_301,2022-10-03,7559.1804,2022-10-03,2023-02-02,Engineering,0.0,0.0,1511.83608
LIONELL_NCUBE_302,2022-08-01,5743.6296,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
DOROTH_MUWODZI_303,2022-08-01,6512.4048,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
LOVERIDGE_V__SHAYAMANO_304,2022-09-01,7371.2124,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
TATENDA_PHILLIPAH__MHEMBERE_305,2022-11-01,7614.4404,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
HRE-POL-20615-PAC_318,2022-06-20,4180.308167,2022-06-20,2023-06-19,Motor,0.0,0.0,501.63698
LUIS_LIPOCHI_321,2022-08-01,6916.1924,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
HRE/MVE/P/000010545_325,2022-10-01,8312.84614,2022-10-01,2022-10-24,Motor,0.0,0.0,834.445392
HRE-POL-50648-PBL_326,2022-09-10,7945.645403,2022-09-10,2023-01-09,Liabilities,0.0,0.0,1788.21727
HRE-POL-20915-PAC_327,2022-09-15,7945.645403,2022-09-15,2023-01-14,Motor,0.0,0.0,792.776323
HRE-POL-50657-PBL_328,2022-09-01,7945.645403,2022-09-01,2022-12-31,Liabilities,0.0,0.0,0.0
EMMANUEL__MAWARIRE_335,2022-12-01,9404.1388,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-40258-PBL_343,2022-06-01,4902.665418,2022-06-01,2022-12-31,Liabilities,0.0,0.0,1103.601356
EDGAR_MAKANDIGONA_349,2022-08-01,6825.1665,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
GODFREY__GAMBIZA_350,2022-09-01,8708.7975,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
GEORGE__NHIRA_351,2022-10-01,9404.1165,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
EDSON_N__MUGOBO_352,2022-10-01,9423.456,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
TONDERAI_TYRRON__TENDAYI_353,2022-10-01,9424.56,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
HRE-POL-20751-ELE_361,2022-02-01,6245.868167,2022-02-01,2022-06-02,Engineering,0.0,0.0,1404.204279
HRE/MTP/P/000011290_364,2022-10-01,10654.73499,2022-10-01,2022-12-31,Miscellaneous,0.0,0.0,2133.673737
BYO-POL-90060-ELE_377,2022-12-01,10718.2191,2022-12-01,2022-12-31,Engineering,0.0,0.0,2411.599297
HRE-POL-53937609-DCO_378,2022-04-07,2404.33024,2022-04-07,2022-08-06,Property,0.0,0.0,0.0
HRE-POL-53937610-DCO_379,2022-04-26,2404.33024,2022-04-26,2022-08-25,Property,0.0,0.0,0.0
HRE/DOM/P/000010352_380,2022-09-06,9950.2752,2022-09-06,2023-01-05,Property,0.0,0.0,0.0
HRE/DOM/P/000011115_381,2022-12-07,10703.7488,2022-12-07,2023-04-06,Property,0.0,0.0,0.0
HRE-POL-90196-MAR_385,2022-11-10,10785.20797,2022-11-10,2022-11-14,Miscellaneous,0.0,0.0,542.6098418
HRE-POL-90197-MAR_386,2022-11-10,10308.1018,2022-11-10,2022-11-14,Miscellaneous,0.0,0.0,518.6063637
HRE-POL-90204-RTA_387,2022-11-10,10785.20797,2022-11-10,2022-11-14,Miscellaneous,0.0,0.0,542.6098418
HRE-POL-90205-RTA_388,2022-11-10,10308.1018,2022-11-10,2022-11-14,Miscellaneous,0.0,0.0,518.6063637
HRE-POL-20999-PAC_407,2022-10-31,10476.09684,2022-10-31,2023-03-01,Motor,0.0,0.0,1307.155455
HRE-POL-20611-DCO_408,2022-06-06,5588.235957,2022-06-06,2023-03-03,Property,0.0,0.0,1116.978342
HRE-POL-40287-TRV_412,2022-11-24,11321.11892,2022-11-24,2022-11-29,Miscellaneous,0.0,0.0,0.0
HRE-POL-21322_413,2022-11-08,11321.11892,2022-11-08,2022-11-12,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21323_414,2022-11-10,11321.11892,2022-11-10,2022-11-12,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21324_415,2022-11-08,11321.11892,2022-11-08,2022-11-12,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21325_416,2022-11-09,11321.11892,2022-11-09,2022-11-11,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21326-MAR_417,2022-11-09,11321.11892,2022-11-09,2022-11-11,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21327-MAR_418,2022-11-08,11321.11892,2022-11-08,2022-11-12,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21328_419,2022-11-08,11321.11892,2022-11-08,2022-11-11,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21329_420,2022-11-08,11321.11892,2022-11-08,2022-11-12,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21330_421,2022-11-06,11321.11892,2022-11-06,2022-11-12,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21331_422,2022-11-06,11321.11892,2022-11-06,2022-11-12,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21332_423,2022-11-06,11321.11892,2022-11-06,2022-11-12,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-21333_424,2022-11-06,11321.11892,2022-11-06,2022-11-12,Miscellaneous,0.0,0.0,569.4053895
HRE-POL-90032-MCP_429,2022-04-29,1940.965306,2022-04-29,2023-01-18,Motor,0.0,0.0,0.0
_HRE-POL-20075-PBL__437,2022-02-01,2154.748564,2022-02-01,2022-05-31,Liabilities,0.0,0.0,484.818427
NELLY__GARWE_438,2022-09-01,10531.7748,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
HRE-POL-21031-PBL_455,2022-10-01,12379.54306,2022-10-01,2023-01-31,Liabilities,0.0,0.0,2786.736965
HRE/DOM/P/000010855_516,2022-11-11,11980.7125,2022-11-11,2023-01-31,Property,0.0,0.0,2397.421125
_MTR-POL-41076-AAR__519,2022-03-09,2855.14216,2022-03-09,2023-03-08,Property,0.0,0.0,0.0
MTR-POL-40052-MAT_520,2022-03-09,2524.136087,2022-03-09,2023-03-08,Property,0.0,0.0,0.0
HRE/MVE/P/000010215_522,2022-09-23,11812.36787,2022-09-23,2022-10-31,Motor,0.0,0.0,1474.24248
_HRE-POL-53937105-PBL__538,2022-02-01,2394.165071,2022-02-01,2022-05-31,Liabilities,0.0,0.0,538.6871411
HRE-POL-20594-ALL_539,2022-06-01,6688.493067,2022-06-01,2023-05-31,Property,0.0,0.0,1003.27396
HRE-POL-20919-MCP_540,2022-08-12,11921.44847,2022-08-12,2022-09-01,Motor,0.0,0.0,1490.181058
ANGELA_S_NYDAM_541,2022-12-01,13234.298,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
BYO-POL-40041-PAC_554,2022-12-01,14067.66256,2022-12-01,2022-12-31,Miscellaneous,0.0,0.0,3168.57352
MARTIN__MUNYEKI_555,2022-09-01,12899.6217,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
HRE-POL-90208-_557,2022-11-29,14101.157,2022-11-29,2023-04-12,Miscellaneous,0.0,0.0,703.3831282
HRE-POL-90209-_558,2022-11-29,13477.36291,2022-11-29,2023-04-12,Miscellaneous,0.0,0.0,672.2675085
HRE-POL-20938-GPA_565,2022-09-11,13173.20056,2022-09-11,2022-09-18,Miscellaneous,0.0,0.0,661.6403899
HRE-POL-20939-GPA_566,2022-09-11,13173.20056,2022-09-11,2022-09-18,Miscellaneous,0.0,0.0,661.6403899
HRE-POL-40288-TRV_567,2022-10-31,14804.54013,2022-10-31,2022-11-06,Miscellaneous,0.0,0.0,0.0
HRE-POL-40292-TRV_568,2022-11-29,14804.54013,2022-11-29,2022-12-04,Miscellaneous,0.0,0.0,743.5764498
HRE-POL-40293-TRV_569,2022-11-29,14804.54013,2022-11-29,2022-12-04,Miscellaneous,0.0,0.0,743.5764498
HRE/DOM/P/000010242_572,2022-09-09,13843.32037,2022-09-09,2022-12-11,Property,0.0,0.0,2767.42029
HRE-POL-20407-ELB_573,2022-02-01,2989.108524,2022-02-01,2022-05-01,Liabilities,0.0,0.0,672.2172948
HRE-POL-50110-LP_574,2022-10-01,14139.90276,2022-10-01,2023-09-30,Guarantees,0.0,0.0,2827.980552
_HRE-POL-30225-MCP__578,2022-05-18,4946.136868,2022-05-18,2022-07-31,Motor,0.0,0.0,619.3423556
HRE-POL-20872-ELB_579,2022-08-01,11357.19894,2022-08-01,2022-10-31,Liabilities,0.0,0.0,2557.838717
HRE-POL-30225-MCP_580,2022-05-18,7691.767027,2022-05-18,2022-07-31,Motor,0.0,0.0,963.1430016
HRE-POL-40284-MCP_591,2022-07-27,9468.232901,2022-07-27,2023-05-22,Motor,0.0,0.0,0.0
MICHAEL_MANGWENDE_593,2022-08-01,12768.3552,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
MAGNAH__MOYO_594,2022-09-01,24.0,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
ERICKSON_K_MVUDUDU_595,2022-12-01,15743.0856,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
BYO-POL-40005-MTR_601,2022-08-20,16351.98301,2022-08-20,2022-12-19,Motor,0.0,0.0,3677.688928
HRE-POL-40261-MCP_605,2022-07-01,10064.8168,2022-07-01,2022-10-31,Motor,0.0,0.0,1209.401374
HRE-POL-20404-PBL_614,2022-02-01,3321.231694,2022-02-01,2022-05-01,Liabilities,0.0,0.0,747.9413774
HRE-POL-20595-ALL_615,2022-06-01,8360.616333,2022-06-01,2023-05-31,Property,0.0,0.0,1254.09245
HRE-POL-20869-PBL_616,2022-08-01,12344.78145,2022-08-01,2022-10-31,Liabilities,0.0,0.0,2780.044783
HRE-POL-30039-MAT_617,2022-01-01,2992.706339,2022-01-01,2022-03-31,Property,0.0,0.0,673.9574676
HRE-POL-30040-PBL_618,2022-01-01,2992.706339,2022-01-01,2022-03-31,Liabilities,0.0,0.0,673.9574676
MTR-POL-41134-AAR_619,2022-06-13,8360.616333,2022-06-13,2023-12-06,Property,0.0,0.0,0.0
LIONELL__NCUBE_620,2022-09-01,15547.305,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
HRE-POL-21321_629,2022-11-09,16981.67838,2022-11-09,2022-11-12,Miscellaneous,0.0,0.0,850.7586408
_MTR-POL-41107-DCO__633,2022-04-19,3907.03664,2022-04-19,2023-04-18,Property,0.0,0.0,0.0
HRE-POL-30038-ELB_647,2022-01-01,3241.699507,2022-01-01,2022-03-31,Liabilities,0.0,0.0,729.0232643
HRE-POL-50645-RTA_737,2022-07-23,16457.55961,2022-07-23,2022-07-31,Miscellaneous,0.0,0.0,822.5799442
HRE-POL-40289-TRV_746,2022-10-09,19158.81664,2022-10-09,2022-10-17,Miscellaneous,0.0,0.0,957.9408318
_HRE-POL-20535-MFL__749,2022-05-20,6281.593822,2022-05-20,2023-02-28,Motor,0.0,0.0,754.8234959
BYO-POL-40063-MOTOR_COMPREHENSIVE_756,2022-01-28,3066.2119,2022-01-28,2022-05-27,Motor,0.0,0.0,0.0
BYO-POL-90041-RTA_798,2022-11-21,20096.66081,2022-11-21,2023-03-20,Motor,0.0,0.0,0.0
_HRE-POL-20053-PBL__799,2022-02-18,3591.247607,2022-02-18,2023-02-17,Liabilities,0.0,0.0,718.2495214
_HRE-POL-20299-ELB__800,2022-03-03,3985.478032,2022-03-03,2023-03-02,Liabilities,0.0,0.0,896.7325573
_HRE-POL-30217-RTA__801,2022-05-24,6451.482871,2022-05-24,2022-09-23,Motor,0.0,0.0,0.0
_HRE-POL-90081-RTA__802,2022-02-15,3591.247607,2022-02-15,2022-06-14,Motor,0.0,0.0,0.0
_MTR-POL-41101-DCO__803,2022-04-06,30.0,2022-04-06,2023-04-04,Property,0.0,0.0,0.0
_MTR-POL-41131-DCO__804,2022-05-31,6451.482871,2022-05-31,2023-05-30,Property,0.0,0.0,0.0
BYO-POL-40009147-RTA_805,2022-06-01,10032.7396,2022-06-01,2022-09-30,Motor,0.0,0.0,0.0
HRE-POL-53937842-RTA_807,2022-02-01,30.0,2022-02-01,2022-05-31,Motor,0.0,0.0,0.0
HRE-POL-53937874-RTA_808,2022-04-08,4508.1192,2022-04-08,2022-08-07,Motor,0.0,0.0,0.0
BYO-POL-40053-PA_809,2022-02-02,3591.247607,2022-02-02,2022-02-16,Miscellaneous,0.0,0.0,808.0307116
HRE-POL-20191-PAC_810,2022-02-01,3591.247607,2022-02-01,2022-05-31,Motor,0.0,0.0,430.9497129
HRE-POL-20559-RTA_811,2022-05-22,10032.7396,2022-05-22,2022-09-20,Motor,0.0,0.0,501.63698
HRE-POL-20570-RTA_812,2022-05-17,10032.7396,2022-05-17,2022-09-15,Motor,0.0,0.0,0.0
HRE-POL-20584-RTA_813,2022-06-24,10032.7396,2022-06-24,2022-10-23,Motor,0.0,0.0,0.0
HRE-POL-20586-DCO_814,2022-06-22,10032.7396,2022-06-22,2023-06-21,Property,0.0,0.0,2006.54792
HRE-POL-30003-RTA_815,2022-01-01,3327.369097,2022-01-01,2022-12-31,Motor,0.0,0.0,0.0
HRE-POL-30322-RTA_817,2022-07-09,12175.18161,2022-07-09,2022-11-08,Motor,0.0,0.0,0.0
HRE-POL-90368-MCP_819,2022-11-30,20096.66081,2022-11-30,2023-11-29,Motor,0.0,0.0,0.0
MTR-POL-40053-DCO_820,2022-02-28,3985.478032,2022-02-28,2023-02-27,Property,0.0,0.0,0.0
MTR-POL-41028-MCP_821,2022-02-11,3591.247607,2022-02-11,2023-02-10,Motor,0.0,0.0,0.0
MTR-POL-41053-DCO_822,2022-02-28,3591.247607,2022-02-28,2023-02-27,Property,0.0,0.0,0.0
MTR-POL-41143-AAR_823,2022-06-06,10032.7396,2022-06-06,2023-06-05,Property,0.0,0.0,0.0
MTR-POL-41155-DCO_824,2022-06-16,10032.7396,2022-06-16,2023-06-15,Property,0.0,0.0,0.0
MTR-POL-41156-DCO_825,2022-06-17,10032.7396,2022-06-17,2023-06-16,Property,0.0,0.0,0.0
MTR-POL-41162-DCO_826,2022-07-13,12175.18161,2022-07-13,2023-07-12,Property,0.0,0.0,1826.277242
HRE/MVE/P/000009798_827,2022-07-06,13500.0,2022-07-06,2022-11-05,Motor,0.0,0.0,0.0
MTR/DOM/P/000010117_828,2022-09-02,16404.762,2022-09-02,2023-09-01,Property,0.0,0.0,0.0
BYO/MVE/P/000010212_829,2022-09-23,18428.031,2022-09-23,2023-01-22,Motor,0.0,0.0,0.0
HRE/MVE/P/000010257_830,2022-09-05,18656.766,2022-09-05,2023-01-04,Motor,0.0,0.0,0.0
BYO/MVE/P/000002578_831,2022-09-20,18895.665,2022-09-20,2023-01-19,Motor,0.0,0.0,0.0
HRE/MVE/P/000010625_832,2022-10-14,18967.791,2022-10-14,2023-02-13,Motor,0.0,0.0,0.0
HRE/MVE/P/000010678_833,2022-10-27,30.0,2022-10-27,2023-02-26,Motor,0.0,0.0,0.0
HRE/MVE/P/000010871_834,2022-11-17,19403.538,2022-11-17,2023-03-16,Motor,0.0,0.0,0.0
HRE/DOM/P/000011019_835,2022-11-03,19647.852,2022-11-03,2023-03-02,Property,0.0,0.0,3929.5704
HRE/MVE/P/000011113_836,2022-12-13,20069.529,2022-12-13,2023-04-12,Motor,0.0,0.0,0.0
_BYO-POL-40023-AAR__845,2022-04-21,6496.643251,2022-04-21,2022-10-20,Property,0.0,0.0,1462.336117
BERNADETTE_CHIMUTI_MUTSWAGIWA_852,2022-12-01,20420.8563,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-20827_855,2022-06-10,12662.18888,2022-06-10,2022-06-20,Miscellaneous,0.0,0.0,0.0
HRE-POL-40231-TRV_856,2022-03-05,4144.897154,2022-03-05,2022-03-18,Miscellaneous,0.0,0.0,4144.897154
HRE-POL-40232-TRV_857,2022-03-05,4144.897154,2022-03-05,2022-03-18,Miscellaneous,0.0,0.0,0.0
HRE-POL-20161-UMB_860,2022-02-08,3746.868337,2022-02-08,2022-02-28,Motor,0.0,0.0,468.0592715
_BYO-POL-40016-DCO__871,2022-04-01,6881.581729,2022-04-01,2022-07-31,Property,0.0,0.0,1548.355889
HRE/DOM/P/000009962_872,2022-08-21,17024.4736,2022-08-21,2022-12-20,Property,0.0,0.0,3404.89472
MECHTILDE__CHIKOORE_873,2022-09-01,18723.1552,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
_MTR-POL-41104-DCO__881,2022-04-06,4958.93112,2022-04-06,2022-10-05,Property,0.0,0.0,0.0
_MTR-POL-41108-AAR__882,2022-04-20,4958.93112,2022-04-20,2023-04-19,Property,0.0,0.0,0.0
_MTR-POL-41115-DCO__883,2022-05-14,7096.631158,2022-05-14,2023-05-13,Property,0.0,0.0,0.0
