policy_number,premiums,premium_frequency,start_date,line_of_business,end_date,commission,reinsurance_premium,reinsurance_commission
HRE-POL-21496-MCP_1714,40193.32,S,16/9/2022,Motor,15/1/2023,5024.165202,0,0
HRE-POL-30302-MCP_1715,24350.36,S,19/7/2022,Motor,18/11/2022,0,0,0
HRE-POL-40006-MCP_1716,6654.74,S,21/1/2022,Motor,9/6/2022,0,0,0
HRE-POL-40233-MCP_1717,9016.24,S,26/4/2022,Motor,30/8/2022,0,0,0
HRE-POL-40269-DCO_1718,24350.36,S,6/7/2022,Property,5/7/2023,4870.072645,0,0
HRE-POL-50065-MCP_1719,6654.74,S,18/1/2022,Motor,17/5/2022,831.8422742,0,0
HRE-POL-50076-MCP_1720,6654.74,S,2/1/2022,Motor,1/5/2022,831.8422742,0,0
HRE-POL-50077-MCP_1721,6654.74,S,26/1/2022,Motor,25/5/2022,831.8422742,0,0
HRE-POL-50080-MCP_1722,6654.74,S,24/1/2022,Motor,23/5/2022,665.4738194,0,0
MTR/MVE/P/000009940_1723,30037.63,S,3/8/2022,Motor,31/12/2022,3003.7626,0,0
HRE/MVE/P/000010129_1724,35105.92,S,9/9/2022,Motor,8/1/2023,0,0,0
HRE/MVE/P/000010161_1725,36522.08,S,19/9/2022,Motor,18/1/2023,4565.2605,0,0
HRE/MVE/P/000010235_1726,37297.44,S,28/9/2022,Motor,27/1/2023,4662.18,0,0
HRE/MVE/P/000010243_1727,37313.53,S,30/9/2022,Motor,29/1/2023,0,0,0
HRE/MVE/P/000010286_1728,37313.53,S,1/9/2022,Motor,31/12/2022,0,0,0
HRE/DOM/P/000010311_1729,37313.53,S,28/9/2022,Property,27/9/2023,7462.7064,0,0
HRE/MVE/P/000010333_1730,37313.53,S,9/9/2022,Motor,8/1/2023,0,0,0
HRE/MVE/P/000010436_1732,37739.95,S,1/10/2022,Motor,31/1/2023,4528.79424,0,0
HRE/MVE/P/000010437_1733,37739.95,S,27/10/2022,Motor,26/2/2023,0,0,0
HRE/MVE/P/000010528_1734,37856.15,S,4/10/2022,Motor,3/2/2023,4732.01925,0,0
HRE/MVE/P/000010565_1735,37934.73,S,26/10/2022,Motor,25/2/2023,4741.84125,0,0
HRE/MVE/P/000010606_1736,37935.58,S,4/10/2022,Motor,3/2/2023,0,0,0
BYO/MVE/P/000010627_1737,37935.58,S,18/10/2022,Motor,17/2/2023,0,0,0
HRE/MVE/P/000001528_1738,37966.22,S,30/9/2022,Motor,29/1/2023,0,0,0
HRE/MVE/P/000010822_1739,38350.21,S,17/11/2022,Motor,16/3/2023,0,0,0
BYO/MTP/P/000010870_1740,38807.08,S,1/10/2022,Miscellaneous,31/1/2023,7761.4152,0,0
HRE/MVE/P/000000569_1741,39295.7,S,19/11/2022,Motor,18/3/2023,0,0,0
HRE/MVE/P/000011226_1742,40490.12,S,18/12/2022,Motor,17/4/2023,5061.2655,0,0
HRE/MVE/P/000011233_1743,40490.12,S,19/12/2022,Motor,18/4/2023,5061.2655,0,0
HRE/MVE/P/000011299_1744,40901.09,S,1/10/2022,Motor,31/1/2023,5112.63675,0,0
HRE/MVE/P/000011324_1745,41060.03,S,4/10/2022,Motor,3/2/2023,0,0,0
HRE/MVE/P/000011330_1746,41060.03,S,30/12/2022,Motor,30/12/2023,0,0,0
HRE/MVE/P/000011333_1747,41060.03,S,30/12/2022,Motor,29/4/2023,4927.20408,0,0
HRE/MVE/P/000005905_1748,40901.09,S,15/8/2022,Motor,14/12/2022,4908.13128,0,0
_HRE-POL-30205-MCP__1762,13064.25,S,23/5/2022,Motor,22/9/2022,0,0,0
HRE-POL-50059-LP_1766,30368.16,S,15/8/2022,Guarantees,14/8/2023,6073.632474,0,0
HRE-POL-20562-MCP_1773,20710.92,S,17/6/2022,Motor,31/10/2022,2588.446817,0,0
BYO-POL-40020193-MCP_1775,8236.65,S,1/4/2022,Motor,31/7/2022,1029.581825,0,0
BYO/DOM/P/000010390_1776,38936.02,S,10/10/2022,Property,9/10/2023,0,0,0
BYO/MVE/P/000010402_1777,38948.83,S,23/10/2022,Motor,22/1/2023,0,0,0
BYO/MVE/P/000010419_1778,38954.85,S,1/9/2022,Motor,31/12/2022,4869.356,0,0
BYO-POL-40008141-MCP_1802,8369.5,S,12/3/2022,Motor,11/7/2022,0,0,0
BYO-POL-40040294-MCP_1804,7541.619975,S,11/2/2022,Motor,10/6/2022,0,0,0
BYO/MVE/P/000010384_1805,39511.34,S,11/10/2022,Motor,10/2/2023,0,0,0
BYO/MVE/P/000010422_1806,39583.15,S,1/9/2022,Motor,31/12/2022,4951.03552,0,0
HRE/ENG/P/000010442_1807,39626.95,S,13/9/2022,Engineering,7/9/2023,7925.38992,0,0
MTR/DOM/P/000010950_1808,41260.49,S,15/11/2022,Property,14/11/2023,0,0,0
_HRE-POL-20539-MCP__1817,13763.16,S,20/5/2022,Motor,18/9/2022,1651.579615,0,0
HRE-POL-30381-UMB_1818,42872.88,S,28/12/2022,Motor,3/3/2023,0,0,0
HRE-POL-21214-DCO_1819,42872.88,S,9/5/2022,Property,7/9/2022,8574.575277,0,0
BYO/MVE/P/000010510_1820,64,S,26/9/2022,Motor,31/12/2022,8,0,0
BYO/MVE/P/000010512_1821,40379.9,S,26/9/2022,Motor,31/12/2022,5047.4872,0,0
MTR/MTP/P/000011190_1822,43126.86752,S,1/12/2022,Miscellaneous,28/2/2023,8624.028102,0,0
HRE/MVE/P/000011252_1828,43954.82,S,21/12/2022,Motor,20/3/2023,5274.5784,0,0
BYO-POL-40054353-MCP_1831,8734.84,S,1/1/2022,Motor,30/4/2022,1092.020981,0,0
HRE/MVE/P/000010154_1832,39821.07389,S,17/9/2022,Motor,16/1/2023,4976.879248,0,0
_HRE-POL-20298-ELE__1834,8768.05,S,3/3/2022,Engineering,2/3/2023,1972.811626,0,0
_HRE-POL-20460-MCP__1835,9917.86224,S,27/4/2022,Motor,26/8/2022,1239.73278,0,0
BYO-POL-40054348-MCP_1836,8768.05,S,1/3/2022,Motor,30/6/2022,0,0,0
HRE-POL-20689-DCO_1837,26785.4,S,1/6/2022,Property,31/5/2023,6026.714898,0,0
HRE-POL-21184-MCP_1838,44286.34,S,1/6/2022,Motor,30/9/2022,5533.280609,0,0
HRE-POL-21294-MCP_1839,44286.34153,S,1/2/2022,Motor,1/6/2022,5533.280609,0,0
HRE/MVE/P/000010758_1843,42398.25,S,19/9/2022,Motor,31/1/2023,5298.189312,0,0
HRE/MVE/P/000011147_1844,44809.18,S,2/12/2022,Motor,1/4/2023,0,0,0
_BYO-POL-4001946-MCP__1908,14337.34543,S,7/4/2022,Motor,6/8/2022,1791.361744,0,0
_HRE-POL-20449-MCP__1910,10018.54,S,12/4/2022,Motor,11/8/2022,1251.754431,0,0
_HRE-POL-53937103-MCP__1911,7980.95,S,10/2/2022,Motor,9/6/2022,997.1697523,0,0
_HRE-POL-5393782-FIG__1912,7980.949266,S,1/2/2022,Miscellaneous,31/5/2022,1795.623804,0,0
_HRE-POL-90106-MCP__1913,7980.95,S,8/2/2022,Motor,7/6/2022,798.4540513,0,0
BYO-POL-40003119-MCP_1914,7980.95,S,1/2/2022,Motor,31/5/2022,997.1697523,0,0
HRE-POL-21146-MCP_1915,44661.4792,S,1/7/2022,Motor,30/10/2022,5580.172817,0,0
HRE-POL-53937676-MCP_1917,7980.95,S,1/2/2022,Motor,31/5/2022,997.1697523,0,0
HRE-POL-53937677-MCP_1918,7980.95,S,7/2/2022,Motor,6/6/2022,997.1697523,0,0
HRE-POL-53937692-MCP_1919,8857.06,S,9/3/2022,Motor,8/7/2022,1106.6344,0,0
HRE-POL-53937705-MCP_1920,8857.06,S,3/3/2022,Motor,2/7/2022,0,0,0
HRE-POL-53937710-MCP_1921,8857.06,S,29/3/2022,Motor,28/7/2022,0,0,0
HRE-POL-53937711-MCP_1922,8857.06,S,29/3/2022,Motor,28/7/2022,0,0,0
HRE-POL-53937720-MCP_1923,8857.06,S,1/3/2022,Motor,30/6/2022,1106.6344,0,0
HRE-POL-53937737-MCP_1924,10018.54,S,6/4/2022,Motor,5/8/2022,1251.754431,0,0
HRE-POL-53937791-MCP_1925,22296.09164,S,1/6/2022,Motor,30/9/2022,2785.757362,0,0
HRE-POL-53937802-MCP_1926,22296.09164,S,24/6/2022,Motor,23/10/2022,2785.757362,0,0
HRE-POL-53937809-MCP_1927,22296.09,S,10/6/2022,Motor,9/10/2022,2230.612438,0,0
HRE-POL-20998-PID_1929,41898.1,S,31/10/2022,Liabilities,28/2/2023,14661.50806,0,0
HRE-POL-21104-MCP_1930,44661.48,S,1/9/2022,Motor,31/12/2022,5580.172817,0,0
HRE-POL-21106-MCP_1931,44661.48,S,27/7/2022,Motor,25/11/2022,5359.109548,0,0
HRE-POL-21134-MCP_1932,44661.48,S,4/8/2022,Motor,3/12/2022,5359.109548,0,0
HRE-POL-21152-MCP_1933,44661.4792,S,2/8/2022,Motor,1/12/2022,5359.109548,0,0
HRE-POL-21154-MCP_1934,44661.4792,S,20/7/2022,Motor,18/11/2022,5359.109548,0,0
HRE-POL-21175-MCP_1935,44661.4792,S,25/6/2022,Motor,24/10/2022,5580.172817,0,0
HRE-POL-21177-MCP_1936,44661.4792,S,1/6/2022,Motor,30/9/2022,5359.109548,0,0
HRE-POL-21276-MCP_1937,44661.4792,S,4/4/2022,Motor,3/8/2022,5359.109548,0,0
HRE-POL-21349-MCP_1938,44661.4792,S,1/2/2022,Motor,31/5/2022,5580.172817,0,0
HRE-POL-21357-MCP_1939,44661.48,S,22/2/2022,Motor,21/6/2022,5580.172817,0,0
HRE-POL-21370-MCP_1940,44661.48,S,11/4/2022,Motor,10/8/2022,5580.172817,0,0
HRE-POL-21390-MCP_1941,44661.4792,S,4/6/2022,Motor,3/10/2022,5580.172817,0,0
HRE-POL-21485-MCP_1942,44661.4792,S,1/10/2022,Motor,30/1/2023,5580.172817,0,0
HRE-POL-21507-MCP_1943,44661.48,S,4/10/2022,Motor,2/2/2023,5580.172817,0,0
HRE-POL-30134-MCP_1944,8857.06,S,15/3/2022,Motor,14/7/2022,1106.6344,0,0
HRE-POL-90060-MCP_1945,7394.52,S,6/1/2022,Motor,5/5/2022,0,0,0
HRE/MVE/P/000009950_1946,35469.43,S,26/8/2022,Motor,25/12/2022,4256.1184,0,0
HRE/MVE/P/000010016_1947,66.67,S,10/8/2022,Motor,9/12/2022,8.33,0,0
HRE/MVE/P/000010081_1948,36456.84942,S,1/8/2022,Motor,30/11/2022,4555.055582,0,0
HRE/MVE/P/000010092_1949,36456.84942,S,19/8/2022,Motor,18/12/2022,0,0,0
HRE/MVE/P/000007050_1950,41884.12,S,12/10/2022,Motor,11/2/2023,5233.159232,0,0
HRE/MVE/P/000010516_1951,42064.49645,S,9/10/2022,Motor,8/2/2023,5255.696047,0,0
HRE/MVE/P/000010529_1952,42064.5,S,10/10/2022,Motor,9/2/2023,0,0,0
HRE/MVE/P/000010556_1953,42145.81,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE/MVE/P/000000854_1954,42186.7959,S,31/10/2022,Motor,27/2/2023,5270.976599,0,0
HRE/MVE/P/000010814_1955,66.67,S,12/9/2022,Motor,11/1/2023,0,0,0
HRE/MVE/P/000010890_1956,43287.39093,S,1/11/2022,Motor,28/2/2023,5408.489072,0,0
HRE/MVE/P/000010917_1957,43516.39,S,1/11/2022,Motor,28/2/2023,0,0,0
HRE/MVE/P/000011081_1958,44601.18328,S,3/11/2022,Motor,2/3/2023,5572.639219,0,0
HRE/MVE/P/000011140_1959,44783.85,S,14/12/2022,Motor,13/4/2023,5373.7936,0,0
HRE/MVE/P/000011325_1960,45624.54111,S,30/12/2022,Motor,29/4/2023,5474.6712,0,0
BYO-POL-90028-MCP_1974,44782.05916,S,24/4/2022,Motor,23/8/2022,5600.269478,0,0
_BYO-POL-4002564-MCP__1975,14376.05,S,24/4/2022,Motor,23/8/2022,1797.813227,0,0
_BYO-POL-4002769-MCP__1976,14376.05,S,4/5/2022,Motor,3/9/2022,1797.813227,0,0
HRE-POL-21194-MCP_1978,44782.06,S,1/6/2022,Motor,30/9/2022,5600.269478,0,0
MTR/MVE/P/000010119_1979,36555.28,S,1/9/2022,Motor,31/12/2022,4571.460344,0,0
_BYO-POL-4000520-MCP__2010,14408.31175,S,7/5/2022,Motor,6/9/2022,0,0,0
_BYO-POL-4002563-MCP__2011,14408.31175,S,1/5/2022,Motor,31/8/2022,1802.114215,0,0
_HRE-POL-20058-MCP__2012,8020.452989,S,1/2/2022,Motor,31/5/2022,962.4543587,0,0
_HRE-POL-40238-MCP__2013,14408.31175,S,1/5/2022,Motor,31/8/2022,0,0,0
BYO-POL-40005128-MCP_2014,8020.452989,S,1/2/2022,Motor,30/6/2022,0,0,0
BYO-POL-40011155-MCP_2015,8900.9,S,4/3/2022,Motor,3/7/2022,890.0900939,0,0
BYO-POL-40039291-MCP_2017,8020.45,S,13/2/2022,Motor,12/6/2022,0,0,0
HRE-POL-30273-MCP_2018,22406.45177,S,1/6/2022,Motor,30/9/2022,2802.478595,0,0
BYO/MVE/P/000005317_2020,40782.99,S,7/9/2022,Motor,6/1/2023,0,0,0
HRE/MVE/P/000010219_2021,41155.94,S,30/9/2022,Motor,29/1/2023,5147.563326,0,0
BYO/MVE/P/000010409_2022,67,S,1/9/2022,Motor,31/12/2022,8.38,0,0
BYO/MVE/P/000010430_2023,42113.67,S,1/9/2022,Motor,31/12/2022,5267.351236,0,0
HRE/MVE/P/000010632_2024,42395.61,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE/MVE/P/000010818_2025,42824.4,S,17/11/2022,Motor,16/3/2023,0,0,0
HRE/MTP/P/000011103_2026,44821.95,S,1/12/2022,Miscellaneous,31/3/2023,8964.38962,0,0
BYO/MVE/P/000011382_2027,45850.37,S,9/12/2022,Motor,8/4/2023,0,0,0
HRE/MVE/P/000010503_2031,42224.32,S,1/10/2022,Motor,31/1/2023,5278.827646,0,0
HRE-POL-30103-MCP_2033,8026.44,S,1/2/2022,Motor,31/5/2022,1003.155165,0,0
_HRE-POL-20456-DCO__2034,10098.19,S,14/4/2022,Property,13/4/2023,2019.637402,0,0
_HRE-POL-20545-MCP__2035,14492.18,S,30/5/2022,Motor,28/9/2022,1810.716192,0,0
_MTR-POL-41118-MCP__2043,14494.33,S,1/5/2022,Motor,30/8/2022,1812.866687,0,0
_HRE-POL-20327-MCP__2060,8967.33,S,1/3/2022,Motor,30/6/2022,1076.079069,0,0
_HRE-POL-30213-MCP__2061,14515.84,S,5/5/2022,Motor,4/9/2022,0,0,0
HRE-POL-53937810-MCP_2063,22573.66,S,24/6/2022,Motor,23/10/2022,0,0,0
HRE-POL-30024-MCP_2064,7486.58,S,5/1/2022,Motor,4/5/2022,0,0,0
HRE-POL-30143-MCP_2065,8967.33,S,14/3/2022,Motor,13/7/2022,0,0,0
HRE-POL-30160-MCP_2066,10143.27,S,1/4/2022,Motor,31/7/2022,0,0,0
HRE/MVE/P/000010184_2068,41402.9475,S,1/8/2022,Motor,31/7/2023,0,0,0
HRE/MVE/P/000006920_2070,43153.58,S,4/9/2022,Motor,3/1/2023,0,0,0
HRE/DOM/P/000010899_2071,43826.29,S,4/11/2022,Property,3/11/2023,8765.2584,0,0
HRE/MVE/P/000011099_2072,45156.44,S,1/12/2022,Motor,31/5/2023,0,0,0
HRE-POL-21107-DCO_2082,45552.43,S,15/8/2022,Property,14/12/2022,9110.486232,0,0
HRE-POL-21108-DCO_2083,45552.43,S,15/12/2022,Property,15/4/2023,9110.486232,0,0
HRE/DOM/P/000010141_2084,41084.47,S,16/9/2022,Property,15/1/2023,8216.89424,0,0
HRE/MVE/P/000010730_2085,43275.87,S,1/11/2022,Motor,28/2/2023,5409.4833,0,0
HRE/MVE/P/000010261_2090,42537.43,S,27/9/2022,Motor,26/1/2023,0,0,0
HRE-POL-40087-DCO_2106,7625.22,S,1/1/2022,Property,31/3/2022,1715.813331,0,0
_BYO-POL-4000931-MCP__2109,14838.41,S,1/5/2022,Motor,30/9/2022,1855.876573,0,0
HRE-POL-21166-MCP_2113,46443.38,S,13/6/2022,Motor,12/10/2022,5573.47393,0,0
HRE/MVE/P/000006702_2114,41888.04,S,13/9/2022,Motor,12/1/2023,5026.805888,0,0
HRE-POL-21265-DCO_2116,46624.25,S,11/4/2022,Property,10/4/2023,9324.850614,0,0
_HRE-POL-20430-DCO__2123,10518.94,S,12/4/2022,Property,10/8/2022,2103.78896,0,0
HRE-POL-20901-MCP_2124,34565.39,S,30/8/2022,Motor,31/12/2022,0,0,0
HRE-POL-50597-MCP_2125,28408.76,S,6/7/2022,Motor,5/11/2022,0,0,0
HRE-POL-30347-ELE_2126,41725.07,S,8/9/2022,Engineering,31/12/2022,9388.140668,0,0
HRE/MVE/P/000010008_2127,37519.01,S,29/8/2022,Motor,31/12/2022,0,0,0
HRE/MVE/P/000010022_2128,70,S,11/8/2022,Motor,10/5/2023,0,0,0
BYO/DOM/P/000010113_2129,38277.78,S,1/6/2022,Property,30/9/2022,7655.5556,0,0
BYO/MVE/P/000007857_2130,40744.38,S,1/7/2022,Motor,31/10/2022,0,0,0
HRE/MVE/P/000010149_2131,42279.31,S,1/8/2022,Motor,30/11/2022,5284.91425,0,0
HRE/MVE/P/000010432_2132,43999.35,S,17/10/2022,Motor,16/2/2023,5279.92248,0,0
HRE/MVE/P/000010902_2133,45689.92,S,2/11/2022,Motor,1/3/2023,0,0,0
HRE/MVE/P/000011073_2134,46528.47,S,4/4/2022,Motor,3/8/2022,5816.0585,0,0
HRE/MVE/P/000007755_2135,46395.61,S,11/9/2022,Motor,10/5/2023,0,0,0
HRE-POL-30192-AAR_2139,10606.1,S,1/4/2022,Property,30/4/2022,2386.297763,0,0
BYO/MVE/P/000011042_2143,46499.92,S,1/12/2022,Motor,31/3/2023,5815.764192,0,0
HRE/MVE/P/000010747_2148,45708.33,S,11/11/2022,Motor,28/2/2023,5711.949789,0,0
_BYO-POL-4001137-MCP__2152,15483.56,S,31/3/2022,Motor,30/7/2022,0,0,0
_HRE-POL-20211-DCO__2153,9565.15,S,21/3/2022,Property,20/3/2023,0,0,0
_HRE-POL-20425-DCO__2154,10819.49,S,12/4/2022,Property,11/4/2023,2163.897216,0,0
BYO-POL-40010152-MCP_2155,9565.15,S,5/3/2022,Motor,4/7/2022,0,0,0
HRE-POL-21089-DCO_2156,48231.99,S,20/4/2022,Property,19/4/2023,5787.838312,0,0
HRE-POL-21239-DCO_2157,48231.99,S,3/5/2022,Property,1/9/2022,9646.397187,0,0
BYO/MVE/P/000010163_2158,72,S,19/7/2022,Motor,18/11/2022,0,0,0
HRE/DOM/P/000010879_2159,46568.49,S,1/11/2022,Property,31/10/2023,9313.69824,0,0
_HRE-POL-20470-MCP__2162,10869.08,S,1/4/2022,Motor,31/7/2022,1358.446586,0,0
BYO/MVE/P/000010735_2164,46305.18,S,1/10/2022,Motor,31/1/2023,5791.32918,0,0
HRE/MVE/P/000010248_2167,45398.13,S,2/9/2022,Motor,1/1/2023,0,0,0
HRE/MVE/P/000011035_2168,47809.77,S,24/11/2022,Motor,23/3/2023,4780.97732,0,0
HRE-POL-21109-MCP_2172,49122.94,S,15/8/2022,Motor,14/12/2022,5895.020503,0,0
HRE-POL-90067-MCP_2173,8133.2,S,19/1/2022,Motor,18/5/2022,0,0,0
HRE/MVE/P/000009942_2174,36710.99,S,20/8/2022,Motor,19/12/2022,0,0,0
BYO/MVE/P/000010738_2178,46795.21,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE-POL-50667-MCP_2179,46473.15,S,21/10/2022,Motor,31/1/2023,0,0,0
_MTR-POL-41121-DCO__2182,15913.66,S,19/5/2022,Property,18/5/2023,2387.048662,0,0
HRE-POL-10007-ELB_2184,8207.51,S,1/1/2022,Liabilities,31/3/2022,1846.689849,0,0
HRE/MVE/P/000010628_2192,47198.19,S,24/10/2022,Motor,23/2/2023,0,0,0
_BYO-POL-40040-PBL__2251,16128.71,S,1/4/2022,Liabilities,31/3/2023,3630.034362,0,0
_HRE-POL-20051-MCP__2252,8978.12,S,18/2/2022,Motor,17/6/2022,1077.374282,0,0
_HRE-POL-40237-MCP__2253,16128.71,S,4/5/2022,Motor,30/9/2022,0,0,0
_HRE-POL-90068-MCP__2254,8978.12,S,4/2/2022,Motor,3/6/2022,0,0,0
_HRE-POL-90090-MCP__2255,8978.12,S,4/2/2022,Motor,6/3/2022,0,0,0
HRE-POL-20831-MCP_2256,30437.95,S,31/5/2022,Motor,30/9/2022,0,0,0
HRE-POL-30392-MCP_2257,50241.65,S,23/12/2022,Motor,22/4/2023,6283.555945,0,0
HRE-POL-40225504-MCP_2258,9963.7,S,5/3/2022,Motor,4/7/2022,0,0,0
HRE-POL-40225505-MCP_2259,11270.3,S,5/3/2022,Motor,4/7/2022,0,0,0
HRE-POL-40283-MCP_2263,30437.95,S,20/7/2022,Motor,19/11/2022,0,0,0
HRE-POL-53937719-MCP_2265,9963.7,S,16/3/2022,Motor,15/7/2022,0,0,0
HRE-POL-53937721-MCP_2266,9963.7,S,4/3/2022,Motor,3/7/2022,0,0,0
HRE-POL-53937752-MCP_2268,11270.3,S,3/4/2022,Motor,2/8/2022,0,0,0
HRE-POL-53937762-MCP_2269,16128.71,S,27/5/2022,Motor,26/9/2022,0,0,0
HRE-POL-53937777-MCP_2270,16128.71,S,3/5/2022,Motor,2/9/2022,0,0,0
HRE-POL-20619-MCP_2271,25081.85,S,20/6/2022,Motor,19/10/2022,3009.82188,0,0
HRE-POL-21183-MCP_2272,50241.65,S,1/6/2022,Motor,30/9/2022,6028.998242,0,0
HRE-POL-30016-MCP_2273,8318.42,S,4/1/2022,Motor,3/5/2022,0,0,0
HRE-POL-30037-MCP_2274,8318.42,S,31/1/2022,Motor,31/5/2022,0,0,0
HRE-POL-30137-MCP_2275,9963.7,S,2/3/2022,Motor,1/7/2022,0,0,0
HRE-POL-30285-MCP_2277,25081.85,S,8/6/2022,Motor,7/10/2022,0,0,0
HRE-POL-30432-PBL_2278,50241.65,S,1/4/2022,Liabilities,31/12/2022,11307.72115,0,0
HRE-POL-40235-MCP_2279,11270.3,S,30/4/2022,Motor,31/8/2022,0,0,0
HRE-POL-40253-MCP_2280,30437.95,S,10/7/2022,Motor,9/11/2022,3652.554484,0,0
HRE-POL-50041-MCP_2281,8318.42,S,14/1/2022,Motor,13/5/2022,0,0,0
HRE-POL-90005-MCP_2282,8318.42,S,8/2/2022,Motor,7/6/2022,0,0,0
HRE-POL-90012-DCO_2283,8318.42,S,17/2/2022,Property,16/7/2022,0,0,0
HRE-POL-90064-MCP_2284,8318.42,S,21/1/2022,Motor,20/5/2022,0,0,0
HRE-POL-90114-MCP_2285,9963.7,S,16/3/2022,Motor,15/7/2022,0,0,0
HRE-POL-90122-MCP_2287,9963.7,S,22/3/2022,Motor,21/7/2022,0,0,0
MTR-POL-41160-DCO_2288,30437.95,S,1/7/2022,Property,30/6/2023,0,0,0
BYO/MVE/P/000009782_2289,75,S,1/8/2022,Motor,31/10/2022,9.38,0,0
BYO/MVE/P/000009820_2290,33750,S,4/7/2022,Motor,31/12/2022,0,0,0
BYO/MVE/P/000009884_2291,33750,S,1/8/2022,Motor,31/10/2022,4221,0,0
MTR/MVE/P/000009946_2292,39100.88,S,18/8/2022,Motor,17/12/2023,3910.08825,0,0
MTR/MVE/P/000010085_2293,41011.91,S,20/9/2022,Motor,19/1/2023,0,0,0
MTR/MVE/P/000010105_2294,41011.91,S,4/9/2022,Motor,3/1/2023,0,0,0
MTR/MVE/P/000010127_2295,43654.69,S,1/9/2022,Motor,31/12/2022,5459.74625,0,0
HRE/MVE/P/000010233_2296,46621.8,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE/MVE/P/000010256_2297,46641.92,S,17/9/2022,Motor,16/1/2023,0,0,0
HRE/MVE/P/000010260_2298,46641.92,S,25/9/2022,Motor,24/1/2023,0,0,0
HRE/MVE/P/000010262_2299,46641.92,S,23/9/2022,Motor,22/1/2023,0,0,0
HRE/MVE/P/000010340_2300,46641.92,S,1/9/2022,Motor,31/12/2022,0,0,0
HRE/MVE/P/000007692_2301,46641.92,S,4/9/2022,Motor,3/1/2023,0,0,0
MTR/MVE/P/000007872_2302,47418.41,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE/MVE/P/000006117_2303,75,S,1/10/2022,Motor,31/1/2023,9,0,0
HRE/MVE/P/000010927_2304,49119.63,S,7/11/2022,Motor,6/3/2023,0,0,0
HRE/MVE/P/000011000_2305,49119.63,S,15/11/2022,Motor,14/3/2023,0,0,0
HRE/MVE/P/000011236_2306,50612.66,S,1/12/2022,Motor,31/3/2023,0,0,0
HRE/MVE/P/000011244_2307,50717.1,S,17/12/2022,Motor,16/4/2023,6343.01864,0,0
HRE/MVE/P/000011400_2308,75,S,29/11/2022,Motor,28/11/2023,9,0,0
HRE/MVE/P/000010653_2326,47982.97,S,31/10/2022,Motor,27/2/2023,0,0,0
HRE/UMB/P/000010666_2330,48090.54,S,3/10/2022,Motor,3/2/2023,0,0,0
HRE/MAT/P/000011082_2332,51291.03,S,14/11/2022,Property,13/3/2023,10255.52932,0,0
_MTR-POL-41103-AAR__2344,11570.83928,S,6/4/2022,Property,5/10/2022,0,0,0
BYO-POL-40009145-MCP_2346,10229.39,S,7/3/2022,Motor,31/8/2022,0,0,0
BYO-POL-40021199-MCP_2347,25750.7,S,20/6/2022,Motor,20/10/2022,0,0,0
BYO-POL-40054347-MCP_2348,9217.54,S,13/2/2022,Motor,12/6/2022,0,0,0
HRE-POL-53937738-MCP_2349,11570.84,S,8/4/2022,Motor,7/8/2022,0,0,0
BYO/MVE/P/000011295_2350,52489.74,S,29/12/2022,Motor,28/4/2023,0,0,0
HRE-POL-20807-MCP_2353,31261.81,S,16/7/2022,Motor,16/11/2022,3908.233298,0,0
HRE/MVE/P/000010803_2354,49231.42,S,16/11/2022,Motor,15/3/2023,6154.726563,0,0
HRE-POL-40278-MCP_2357,31452.55,S,25/7/2022,Motor,24/11/2022,0,0,0
_HRE-POL-20236-DCO__2364,10362.24,S,28/3/2022,Property,27/3/2023,2072.448577,0,0
_HRE-POL-20447-DCO__2365,11721.11,S,21/4/2022,Property,20/4/2023,2344.221984,0,0
_HRE-POL-20455-DCO__2366,11721.11,S,14/4/2022,Property,13/4/2023,2344.221984,0,0
_HRE-POL-20457-DCO__2367,11721.11,S,22/4/2022,Property,21/4/2023,2344.221984,0,0
HRE-POL-20685-DCO_2368,31655.47,S,6/6/2022,Property,5/6/2023,6331.094439,0,0
HRE/DOM/P/000005332_2369,53171.42,S,31/12/2022,Property,30/12/2023,10634.28444,0,0
HRE-POL-20790-MCP_2371,31854.33,S,5/7/2022,Motor,31/10/2022,3981.284387,0,0
BYO/MVE/P/000010211_2386,48527.15,S,21/9/2022,Motor,20/1/2023,0,0,0
MTR/MVE/P/000010701_2387,49988.85,S,2/11/2022,Motor,1/3/2023,0,0,0
_BYO-POL-4002049-MCP__2469,17203.95,S,1/5/2022,Motor,31/8/2022,2150.49429,0,0
_HRE-POL-20209-UMB__2470,10627.94,S,5/3/2022,Motor,3/7/2022,1275.35297,0,0
_HRE-POL-20237-MCP__2471,10627.94,S,30/3/2022,Motor,30/7/2022,1275.35297,0,0
_HRE-POL-20239-MCP__2472,10627.94,S,22/3/2022,Motor,20/7/2022,1275.35297,0,0
_HRE-POL-20546-MCP__2473,17203.95432,S,19/5/2022,Motor,18/9/2022,2064.474519,0,0
BYO-POL-40022206-MCP_2474,26753.97,S,22/6/2022,Motor,21/10/2022,0,0,0
BYO-POL-40051338-MCP_2475,9576.66,S,1/2/2022,Motor,31/5/2022,1197.082536,0,0
